,Author of Tweet,Compound Score,Negative Score,Neutral Score,Positive Score,Text,Time of Tweet
54,@BBCWorld,0.7964,0.0,0.664,0.336,"I want to apologise to ""kids who love cricket and idolise the players"" - Cricket Australia boss James Sutherland on… https://t.co/evTGNOU23c",Tue Mar 27 17:51:11 +0000 2018
55,@BBCWorld,0.2023,0.0,0.913,0.087,"RT @richard_conway: Smith, Bancroft and Warner said to be only players with knowledge of ball tampering intentions... significant words in…",Tue Mar 27 17:41:16 +0000 2018
56,@BBCWorld,-0.34,0.194,0.806,0.0,Russia fire: Protester spoke on the phone to dying wife https://t.co/YDLIjNDGNg,Tue Mar 27 17:40:24 +0000 2018
57,@BBCWorld,0.0,0.0,1.0,0.0,"RT @bbctms: James Sutherland says only 3 people involved in ball tampering incident. 

Steve Smith, David Warner &amp; Cameron Bancroft. 

""Ser…",Tue Mar 27 17:34:28 +0000 2018
58,@BBCWorld,0.0,0.0,1.0,0.0,RT @richard_conway: Full statement from Cricket Australia: https://t.co/GqIh4ynYtE,Tue Mar 27 17:33:54 +0000 2018
59,@BBCWorld,0.0,0.0,1.0,0.0,"Australia ball-tampering: Steve Smith, David Warner, Cameron Bancroft sent home https://t.co/gBTooWUkS4",Tue Mar 27 17:32:03 +0000 2018
60,@BBCWorld,0.0,0.0,1.0,0.0,Can the ad industry persuade us to eat more vegetables? https://t.co/Jtss2hwwHd,Wed Mar 28 00:41:30 +0000 2018
61,@BBCWorld,0.2732,0.0,0.792,0.208,5 pop songs you didn't know were about God https://t.co/lL4RlGDqWc,Wed Mar 28 00:33:33 +0000 2018
62,@BBCWorld,0.4404,0.0,0.804,0.196,Kim Jong-un's Beijing visit is considered a significant step in North Korea's preparation for talks agreed in princ… https://t.co/eD7Xv8h709,Wed Mar 28 00:16:30 +0000 2018
63,@BBCWorld,0.5859,0.0,0.817,0.183,"@BBCBreaking North Korea's leader Kim Jong-un has visited Beijing and held ""successful talks"" with Chinese leader X… https://t.co/bvNkLb8m89",Wed Mar 28 00:04:15 +0000 2018
64,@BBCWorld,0.0,0.0,1.0,0.0,China confirms Kim Jong-un visit https://t.co/eRxfJKgLZc,Tue Mar 27 23:50:38 +0000 2018
65,@BBCWorld,-0.7841,0.463,0.537,0.0,Fired Vancouver waiter case: Are the French really rude? https://t.co/ETb72MasiY,Tue Mar 27 23:50:38 +0000 2018
66,@BBCWorld,0.5095,0.0,0.798,0.202,RT @BBCDanielS: BBC Exclusive interview with Sergei Skripal’s niece: “I would really like to know how they are” https://t.co/UQHT7fZv2y,Tue Mar 27 21:37:00 +0000 2018
67,@BBCWorld,0.0,0.0,1.0,0.0,"This 'smoking' elephant in India is baffling experts

https://t.co/4oBCX8OR7q https://t.co/5nVKiPNUZF",Tue Mar 27 21:20:33 +0000 2018
68,@BBCWorld,-0.2516,0.229,0.603,0.168,Spy poisoning: 'I would really like to know how they are' https://t.co/6hK6i3Co1S,Tue Mar 27 20:14:24 +0000 2018
69,@BBCWorld,0.0,0.0,1.0,0.0,Brazilian sports reporters tackle on-air groping https://t.co/MOxFd4yreE,Tue Mar 27 19:19:12 +0000 2018
70,@BBCWorld,0.6705,0.13,0.538,0.332,"RT @BBCNews: Owl ring-bearer attacks best man at wedding... prompting hoots of laughter ?

https://t.co/DjhjEdoYhy https://t.co/2x3bedxedn",Tue Mar 27 18:14:45 +0000 2018
71,@BBCWorld,-0.25,0.222,0.778,0.0,Nearly a million watch cat stuck up pole https://t.co/aw9PbAliF3,Tue Mar 27 18:13:18 +0000 2018
72,@BBCWorld,-0.5106,0.202,0.798,0.0,"RT @BBCSport: Australia coach Darren Lehmann denied ball-tampering during the Ashes when questioned at Johannesburg airport by @danroan 

W…",Tue Mar 27 18:02:09 +0000 2018
73,@BBCWorld,-0.4588,0.143,0.857,0.0,"RT @richard_conway: Sanctions announced against the three players within 24 hours by Cricket Australia. 
A nation is incensed, a Prime Mini…",Tue Mar 27 17:57:01 +0000 2018
74,@BBCWorld,0.7964,0.0,0.664,0.336,"I want to apologise to ""kids who love cricket and idolise the players"" - Cricket Australia boss James Sutherland on… https://t.co/evTGNOU23c",Tue Mar 27 17:51:11 +0000 2018
75,@BBCWorld,0.2023,0.0,0.913,0.087,"RT @richard_conway: Smith, Bancroft and Warner said to be only players with knowledge of ball tampering intentions... significant words in…",Tue Mar 27 17:41:16 +0000 2018
76,@BBCWorld,-0.34,0.194,0.806,0.0,Russia fire: Protester spoke on the phone to dying wife https://t.co/YDLIjNDGNg,Tue Mar 27 17:40:24 +0000 2018
77,@BBCWorld,0.0,0.0,1.0,0.0,"RT @bbctms: James Sutherland says only 3 people involved in ball tampering incident. 

Steve Smith, David Warner &amp; Cameron Bancroft. 

""Ser…",Tue Mar 27 17:34:28 +0000 2018
78,@BBCWorld,0.0,0.0,1.0,0.0,RT @richard_conway: Full statement from Cricket Australia: https://t.co/GqIh4ynYtE,Tue Mar 27 17:33:54 +0000 2018
79,@BBCWorld,0.0,0.0,1.0,0.0,"Australia ball-tampering: Steve Smith, David Warner, Cameron Bancroft sent home https://t.co/gBTooWUkS4",Tue Mar 27 17:32:03 +0000 2018
80,@BBCWorld,0.0,0.0,1.0,0.0,Can the ad industry persuade us to eat more vegetables? https://t.co/Jtss2hwwHd,Wed Mar 28 00:41:30 +0000 2018
81,@BBCWorld,0.2732,0.0,0.792,0.208,5 pop songs you didn't know were about God https://t.co/lL4RlGDqWc,Wed Mar 28 00:33:33 +0000 2018
82,@BBCWorld,0.4404,0.0,0.804,0.196,Kim Jong-un's Beijing visit is considered a significant step in North Korea's preparation for talks agreed in princ… https://t.co/eD7Xv8h709,Wed Mar 28 00:16:30 +0000 2018
83,@BBCWorld,0.5859,0.0,0.817,0.183,"@BBCBreaking North Korea's leader Kim Jong-un has visited Beijing and held ""successful talks"" with Chinese leader X… https://t.co/bvNkLb8m89",Wed Mar 28 00:04:15 +0000 2018
84,@BBCWorld,0.0,0.0,1.0,0.0,China confirms Kim Jong-un visit https://t.co/eRxfJKgLZc,Tue Mar 27 23:50:38 +0000 2018
85,@BBCWorld,-0.7841,0.463,0.537,0.0,Fired Vancouver waiter case: Are the French really rude? https://t.co/ETb72MasiY,Tue Mar 27 23:50:38 +0000 2018
86,@BBCWorld,0.5095,0.0,0.798,0.202,RT @BBCDanielS: BBC Exclusive interview with Sergei Skripal’s niece: “I would really like to know how they are” https://t.co/UQHT7fZv2y,Tue Mar 27 21:37:00 +0000 2018
87,@BBCWorld,0.0,0.0,1.0,0.0,"This 'smoking' elephant in India is baffling experts

https://t.co/4oBCX8OR7q https://t.co/5nVKiPNUZF",Tue Mar 27 21:20:33 +0000 2018
88,@BBCWorld,-0.2516,0.229,0.603,0.168,Spy poisoning: 'I would really like to know how they are' https://t.co/6hK6i3Co1S,Tue Mar 27 20:14:24 +0000 2018
89,@BBCWorld,0.0,0.0,1.0,0.0,Brazilian sports reporters tackle on-air groping https://t.co/MOxFd4yreE,Tue Mar 27 19:19:12 +0000 2018
90,@BBCWorld,0.6705,0.13,0.538,0.332,"RT @BBCNews: Owl ring-bearer attacks best man at wedding... prompting hoots of laughter ?

https://t.co/DjhjEdoYhy https://t.co/2x3bedxedn",Tue Mar 27 18:14:45 +0000 2018
91,@BBCWorld,-0.25,0.222,0.778,0.0,Nearly a million watch cat stuck up pole https://t.co/aw9PbAliF3,Tue Mar 27 18:13:18 +0000 2018
92,@BBCWorld,-0.5106,0.202,0.798,0.0,"RT @BBCSport: Australia coach Darren Lehmann denied ball-tampering during the Ashes when questioned at Johannesburg airport by @danroan 

W…",Tue Mar 27 18:02:09 +0000 2018
93,@BBCWorld,-0.4588,0.143,0.857,0.0,"RT @richard_conway: Sanctions announced against the three players within 24 hours by Cricket Australia. 
A nation is incensed, a Prime Mini…",Tue Mar 27 17:57:01 +0000 2018
94,@BBCWorld,0.7964,0.0,0.664,0.336,"I want to apologise to ""kids who love cricket and idolise the players"" - Cricket Australia boss James Sutherland on… https://t.co/evTGNOU23c",Tue Mar 27 17:51:11 +0000 2018
95,@BBCWorld,0.2023,0.0,0.913,0.087,"RT @richard_conway: Smith, Bancroft and Warner said to be only players with knowledge of ball tampering intentions... significant words in…",Tue Mar 27 17:41:16 +0000 2018
96,@BBCWorld,-0.34,0.194,0.806,0.0,Russia fire: Protester spoke on the phone to dying wife https://t.co/YDLIjNDGNg,Tue Mar 27 17:40:24 +0000 2018
97,@BBCWorld,0.0,0.0,1.0,0.0,"RT @bbctms: James Sutherland says only 3 people involved in ball tampering incident. 

Steve Smith, David Warner &amp; Cameron Bancroft. 

""Ser…",Tue Mar 27 17:34:28 +0000 2018
98,@BBCWorld,0.0,0.0,1.0,0.0,RT @richard_conway: Full statement from Cricket Australia: https://t.co/GqIh4ynYtE,Tue Mar 27 17:33:54 +0000 2018
99,@BBCWorld,0.0,0.0,1.0,0.0,"Australia ball-tampering: Steve Smith, David Warner, Cameron Bancroft sent home https://t.co/gBTooWUkS4",Tue Mar 27 17:32:03 +0000 2018
100,@CBS,0.3818,0.108,0.68,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018
101,@CBS,0.296,0.0,0.901,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018
102,@CBS,0.508,0.0,0.88,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018
103,@CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018
104,@CBS,0.7959,0.0,0.786,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018
105,@CBS,0.807,0.0,0.622,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018
106,@CBS,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018
107,@CBS,0.5319,0.062,0.78,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018
108,@CBS,0.5399,0.0,0.801,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018
109,@CBS,-0.34,0.185,0.7,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,Sat Mar 24 22:46:43 +0000 2018
110,@CBS,0.7003,0.0,0.791,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018
111,@CBS,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,Sat Mar 24 22:21:37 +0000 2018
112,@CBS,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018
113,@CBS,0.7184,0.0,0.667,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018
114,@CBS,0.9451,0.0,0.58,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018
115,@CBS,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018
116,@CBS,0.6996,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018
117,@CBS,0.4939,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018
118,@CBS,0.8997,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",Fri Mar 23 22:32:48 +0000 2018
119,@CBS,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,Thu Mar 22 22:10:29 +0000 2018
120,@CBS,0.3818,0.108,0.68,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018
121,@CBS,0.296,0.0,0.901,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018
122,@CBS,0.508,0.0,0.88,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018
123,@CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018
124,@CBS,0.7959,0.0,0.786,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018
125,@CBS,0.807,0.0,0.622,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018
126,@CBS,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018
127,@CBS,0.5319,0.062,0.78,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018
128,@CBS,0.5399,0.0,0.801,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018
129,@CBS,-0.34,0.185,0.7,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,Sat Mar 24 22:46:43 +0000 2018
130,@CBS,0.7003,0.0,0.791,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018
131,@CBS,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,Sat Mar 24 22:21:37 +0000 2018
132,@CBS,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018
133,@CBS,0.7184,0.0,0.667,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018
134,@CBS,0.9451,0.0,0.58,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018
135,@CBS,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018
136,@CBS,0.6996,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018
137,@CBS,0.4939,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018
138,@CBS,0.8997,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",Fri Mar 23 22:32:48 +0000 2018
139,@CBS,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,Thu Mar 22 22:10:29 +0000 2018
140,@CBS,0.3818,0.108,0.68,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018
141,@CBS,0.296,0.0,0.901,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018
142,@CBS,0.508,0.0,0.88,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018
143,@CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018
144,@CBS,0.7959,0.0,0.786,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018
145,@CBS,0.807,0.0,0.622,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018
146,@CBS,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018
147,@CBS,0.5319,0.062,0.78,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018
148,@CBS,0.5399,0.0,0.801,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018
149,@CBS,-0.34,0.185,0.7,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,Sat Mar 24 22:46:43 +0000 2018
150,@CBS,0.7003,0.0,0.791,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018
151,@CBS,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,Sat Mar 24 22:21:37 +0000 2018
152,@CBS,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018
153,@CBS,0.7184,0.0,0.667,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018
154,@CBS,0.9451,0.0,0.58,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018
155,@CBS,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018
156,@CBS,0.6996,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018
157,@CBS,0.4939,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018
158,@CBS,0.8997,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",Fri Mar 23 22:32:48 +0000 2018
159,@CBS,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,Thu Mar 22 22:10:29 +0000 2018
160,@CBS,0.3818,0.108,0.68,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018
161,@CBS,0.296,0.0,0.901,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018
162,@CBS,0.508,0.0,0.88,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018
163,@CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018
164,@CBS,0.7959,0.0,0.786,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018
165,@CBS,0.807,0.0,0.622,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018
166,@CBS,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018
167,@CBS,0.5319,0.062,0.78,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018
168,@CBS,0.5399,0.0,0.801,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018
169,@CBS,-0.34,0.185,0.7,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,Sat Mar 24 22:46:43 +0000 2018
170,@CBS,0.7003,0.0,0.791,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018
171,@CBS,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,Sat Mar 24 22:21:37 +0000 2018
172,@CBS,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018
173,@CBS,0.7184,0.0,0.667,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018
174,@CBS,0.9451,0.0,0.58,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018
175,@CBS,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018
176,@CBS,0.6996,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018
177,@CBS,0.4939,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018
178,@CBS,0.8997,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",Fri Mar 23 22:32:48 +0000 2018
179,@CBS,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,Thu Mar 22 22:10:29 +0000 2018
180,@CBS,0.3818,0.108,0.68,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018
181,@CBS,0.296,0.0,0.901,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018
182,@CBS,0.508,0.0,0.88,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018
183,@CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018
184,@CBS,0.7959,0.0,0.786,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018
185,@CBS,0.807,0.0,0.622,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018
186,@CBS,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018
